Handle,Title,Description,Status,Thumbnail,Profile Name,Option 1 Name,Option 1 Value,Variant SKU,Variant Inventory Quantity,Variant Manage Inventory,Variant Allow Backorder,Variant Price [INR]
"mango-new-now-mock-4","100% Linen Regular-Fit Shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1598033129183-c4f50c736f10?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-4-M",100,TRUE,FALSE,3590
"mango-new-now-mock-4","100% Linen Regular-Fit Shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1598033129183-c4f50c736f10?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-4-L",100,TRUE,FALSE,3590
"mango-new-now-mock-5","Suede Leather Jacket","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1551028719-00167b16eac5?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-5-S",100,TRUE,FALSE,12990
"mango-new-now-mock-5","Suede Leather Jacket","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1551028719-00167b16eac5?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-5-M",100,TRUE,FALSE,12990
"mango-new-now-mock-5","Suede Leather Jacket","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1551028719-00167b16eac5?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-5-L",100,TRUE,FALSE,12990
"mango-new-now-mock-6","Braided Leather Belt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1624222247344-550fb60583dc?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-6-S",100,TRUE,FALSE,1490
"mango-new-now-mock-6","Braided Leather Belt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1624222247344-550fb60583dc?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-6-M",100,TRUE,FALSE,1490
"mango-new-now-mock-6","Braided Leather Belt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1624222247344-550fb60583dc?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-6-L",100,TRUE,FALSE,1490
"mango-new-now-mock-7","Faux-leather Sneakers","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-7-S",100,TRUE,FALSE,4590
"mango-new-now-mock-7","Faux-leather Sneakers","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-7-M",100,TRUE,FALSE,4590
"mango-new-now-mock-7","Faux-leather Sneakers","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-7-L",100,TRUE,FALSE,4590
"mango-new-now-mock-8","Cotton Basic T-shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-8-S",100,TRUE,FALSE,990
"mango-new-now-mock-8","Cotton Basic T-shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-8-M",100,TRUE,FALSE,990
"mango-new-now-mock-8","Cotton Basic T-shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-8-L",100,TRUE,FALSE,990
"mango-new-now-mock-9","Striped Polo Shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1581655353564-df123a1eb820?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-9-S",100,TRUE,FALSE,2590
"mango-new-now-mock-9","Striped Polo Shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1581655353564-df123a1eb820?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-9-M",100,TRUE,FALSE,2590
"mango-new-now-mock-9","Striped Polo Shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1581655353564-df123a1eb820?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-9-L",100,TRUE,FALSE,2590
"mango-new-now-mock-10","Denim Jacket with Pockets","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1495105787522-5334e3ffa0efa?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-10-S",100,TRUE,FALSE,5990
"mango-new-now-mock-10","Denim Jacket with Pockets","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1495105787522-5334e3ffa0efa?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-10-M",100,TRUE,FALSE,5990
"mango-new-now-mock-10","Denim Jacket with Pockets","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1495105787522-5334e3ffa0efa?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-10-L",100,TRUE,FALSE,5990
"mango-new-now-mock-11","Straight-fit Jeans","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1542272604-787c3835535d?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-11-S",100,TRUE,FALSE,3990
"mango-new-now-mock-11","Straight-fit Jeans","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1542272604-787c3835535d?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-11-M",100,TRUE,FALSE,3990
"mango-new-now-mock-11","Straight-fit Jeans","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1542272604-787c3835535d?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-11-L",100,TRUE,FALSE,3990
"mango-new-now-mock-12","Lightweight Hooded Windbreaker","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1548883354-94bcfe321cbb?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-12-S",100,TRUE,FALSE,4990
"mango-new-now-mock-12","Lightweight Hooded Windbreaker","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1548883354-94bcfe321cbb?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-12-M",100,TRUE,FALSE,4990
"mango-new-now-mock-12","Lightweight Hooded Windbreaker","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1548883354-94bcfe321cbb?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-12-L",100,TRUE,FALSE,4990
"mango-new-now-mock-13","Check Flannel Shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1596755094514-f87e32f85e2c?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-13-S",100,TRUE,FALSE,3590
"mango-new-now-mock-13","Check Flannel Shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1596755094514-f87e32f85e2c?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-13-M",100,TRUE,FALSE,3590
"mango-new-now-mock-13","Check Flannel Shirt","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1596755094514-f87e32f85e2c?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-13-L",100,TRUE,FALSE,3590
"mango-new-now-mock-14","Merino Wool Turtleneck Sweater","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1618354691373-d851c5c3a990?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-14-S",100,TRUE,FALSE,4590
"mango-new-now-mock-14","Merino Wool Turtleneck Sweater","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1618354691373-d851c5c3a990?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-14-M",100,TRUE,FALSE,4590
"mango-new-now-mock-14","Merino Wool Turtleneck Sweater","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1618354691373-d851c5c3a990?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-14-L",100,TRUE,FALSE,4590
"mango-new-now-mock-15","Water-repellent Trench Coat","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1520975954732-57dd00d6d1fb?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-15-S",100,TRUE,FALSE,8990
"mango-new-now-mock-15","Water-repellent Trench Coat","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1520975954732-57dd00d6d1fb?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-15-M",100,TRUE,FALSE,8990
"mango-new-now-mock-15","Water-repellent Trench Coat","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1520975954732-57dd00d6d1fb?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-15-L",100,TRUE,FALSE,8990
"mango-new-now-mock-16","Printed Swim Shorts","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-16-S",100,TRUE,FALSE,1990
"mango-new-now-mock-16","Printed Swim Shorts","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-16-M",100,TRUE,FALSE,1990
"mango-new-now-mock-16","Printed Swim Shorts","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-16-L",100,TRUE,FALSE,1990
"mango-new-now-mock-17","Leather Loafers","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1614252339460-54f447f7d1b3?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-17-S",100,TRUE,FALSE,7990
"mango-new-now-mock-17","Leather Loafers","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1614252339460-54f447f7d1b3?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-17-M",100,TRUE,FALSE,7990
"mango-new-now-mock-17","Leather Loafers","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1614252339460-54f447f7d1b3?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-17-L",100,TRUE,FALSE,7990
"mango-new-now-mock-18","Cotton Blend Cargo Trousers","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1517423738875-5ce310acd3da?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-18-S",100,TRUE,FALSE,4590
"mango-new-now-mock-18","Cotton Blend Cargo Trousers","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1517423738875-5ce310acd3da?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-18-M",100,TRUE,FALSE,4590
"mango-new-now-mock-18","Cotton Blend Cargo Trousers","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1517423738875-5ce310acd3da?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-18-L",100,TRUE,FALSE,4590
"mango-new-now-mock-19","Knitted V-neck Vest","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1605335199650-74f07bb23e6f?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-19-S",100,TRUE,FALSE,2990
"mango-new-now-mock-19","Knitted V-neck Vest","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1605335199650-74f07bb23e6f?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-19-M",100,TRUE,FALSE,2990
"mango-new-now-mock-19","Knitted V-neck Vest","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1605335199650-74f07bb23e6f?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-19-L",100,TRUE,FALSE,2990
"mango-new-now-mock-20","Ribbed Beanie","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1576871337622-98d48d1cf531?q=80&w=600&auto=format&fit=crop","Default","Size","S","MANGO-MOCK-20-S",100,TRUE,FALSE,990
"mango-new-now-mock-20","Ribbed Beanie","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1576871337622-98d48d1cf531?q=80&w=600&auto=format&fit=crop","Default","Size","M","MANGO-MOCK-20-M",100,TRUE,FALSE,990
"mango-new-now-mock-20","Ribbed Beanie","Premium mock product for testing Medusa filters and frontend styling.","published","https://images.unsplash.com/photo-1576871337622-98d48d1cf531?q=80&w=600&auto=format&fit=crop","Default","Size","L","MANGO-MOCK-20-L",100,TRUE,FALSE,990
